ID,Category,Question,Answer,Type,Register,Source Reliability,Time-Sensitive,Split,Source / Notes
1902,Technical Support,"Not sure if this is covered elsewhere, but what should I do if I'm unable to access my BRACU email?","If you cannot access your BRACU email, ensure you’re using the correct credentials. If you’ve forgotten your password, use the password recovery option on the login page. If this doesn’t work, reach out to IT support",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1903,Technical Support,One thing I couldn't find anywhere: did BRAC University provide any support for students who couldn't afford internet access during the shift to buX?,"Yes, alongside launching buX, the university arranged internet packages/broadband solutions and, in necessary cases, provided hardware to the most at-risk students, and separately waived all non-tuition fees for the Summer 2020 semester.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),Yes,train,"BRAC University buX platform pages and launch coverage (bux.bracu.ac.bd, bracu.ac.bd/news, The Daily Star)"
1904,Technical Support,One thing I couldn't find anywhere: how can I contact technical support if I encounter issues with my university account?,Please email help@bracu.ac.bd about your issue.,Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1905,Technical Support,One thing I couldn't find anywhere: how to get the Bracu WiFi?,"BRACU provides free access to Wi-Fi to students. To get this, a student must perform the following steps: https://drive.google.com/file/d/1_0UwdFZvw17enrYeiaBh7yHEEzjrxTGa/view?usp=drive_link",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1906,Technical Support,One thing I couldn't find anywhere: what should I do if my BRACU G Suite account is hacked or compromised?,"If you suspect your BRACU G Suite account has been hacked, immediately change your password and review your account activity. Ensure two-factor authentication (2FA) is enabled. Contact IT support right away for further assistance in securing your account.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1907,Technical Support,Quick question — does BRAC University have its own mobile app?,"Yes, BRAC University offers a 'BRACU Mobile' app, listed among its official IT/technology resources alongside services like G Suite and the buX learning platform.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,BRAC University resources/IT pages (bracu.ac.bd)
1908,Technical Support,Quick question — what should I do if I can’t log in to a lab PC?,"If you've changed your password and can’t remember it, contact IT support at itsupport@bracu.ac.bd.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,test,BRACU internal FAQ dataset
1909,Technical Support,"Quick question — who do I contact for general student service issues like ID, registration or exam queries?","The Student Information Centre (SIC) handles student information, registry, exam controller and admissions queries. It can be reached at sic@bracu.ac.bd, by phone via +8809638464646 (press 2), and is open 9:00 AM to 4:30 PM.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University - IT Systems Office and Student Information Centre (bracu.ac.bd/it-systems-office, bracu.ac.bd/contact)"
1910,Technical Support,Quick question — why am I not receiving emails in my BRACU G Suite account?,"If you’re not receiving emails, check your spam or junk folder first. Ensure your inbox is not full, and review your email filters or forwarding settings. If the issue persists, contact BRACU IT support to ensure there are no technical issues with your email account.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1911,Technical Support,"Random question, how to get the Bracu WiFi?","BRACU provides free access to Wi-Fi to students. To get this, a student must perform the following steps: https://drive.google.com/file/d/1_0UwdFZvw17enrYeiaBh7yHEEzjrxTGa/view?usp=drive_link",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1912,Technical Support,"Random question, what is Moodle/Courseware used for at BRAC University?","BRAC University has historically used a Moodle-based courseware system (alongside the newer buX platform) as an online space for course materials, assignments and communication between faculty and students for specific courses.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,val,BRAC University resources/IT pages (bracu.ac.bd)
1913,Technical Support,"Random question, what platform is buX built on, and when was it launched?","BuX is BRAC University's online learning platform, built on the same open-source platform originally developed by MIT and Harvard (Open edX). It was launched in 2020 in response to the shift to online learning during the COVID-19 pandemic.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,test,"BRAC University buX platform pages and launch coverage (bux.bracu.ac.bd, bracu.ac.bd/news, The Daily Star)"
1914,Technical Support,"Random question, what should I do if I'm unable to access my BRACU email?","If you cannot access your BRACU email, ensure you’re using the correct credentials. If you’ve forgotten your password, use the password recovery option on the login page. If this doesn’t work, reach out to IT support",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1915,Technical Support,"Sorry if this was already answered, but how to create/resest Lab Computer Login ID and Password?","Lab Computer Login ID and Password (Create/ Reset Password)

Apply here to get computer login ID or reset a computer login password with the following information: https://bracu.atlassian.net/servicedesk/customer/portal/2/group/11/create/17

Full Name:

Student ID:

Department:

G Suite Email Address:

Contact Number:

Attachment for verification purposes:
 I) a scanned copy or photo of the current semester
 II) a scanned copy or photo of the Student ID card

Attachment for resetting the password:
I) an approved application (hard copy) by your DCO Sir/Mam (need to take the
signature/approval of him/her and then finally need to submit it to us as an attachment
to request to reset the password).

Previous Student ID (if any)

We provide the support on a first-come, first-served basis.


Note: We send a one-time password (OTP), which will work only the first time. After the
first login, the option for changing the password will appear automatically,
so reset the password yourself. Please be sincere by remembering or noting down
the password.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
