,Question,Answer,Source
1155,BRAC Savar Residential Campus-e emergency medical transport ambulance facility ache?,"Yes, the Residential Campus has a dedicated ambulance service on standby 24/7 for emergency patient transfers.",https://www.bracu.ac.bd/academics/residential-campus
1156,BRAC e semester drop application approval notification Connect portal-e dekha jay?,"Yes, the formal status and approval of a semester drop application can be tracked directly on the BRACU Connect student portal.",https://connect.bracu.ac.bd
1157,BRAC e graduation clearance application deadline miss korle late processing fee lage?,"Yes, late submission of graduation clearance forms past the published Registrar deadline incurs a late administrative processing fee.",https://www.bracu.ac.bd/academics/offices/office-registrar
1158,BRAC e Vice Chancellor's Honor List certificate distribution event organize kora hoy?,"Yes, the university hosts formal award ceremonies to honor students achieving top academic standing on the VC's List.",https://www.bracu.ac.bd/academics/policies-and-procedures
1159,BRAC Badda permanent campus-e student luggage locker facility available?,"Yes, secure temporary locker facilities are available for students in designated areas across campus floors.",https://www.bracu.ac.bd/student-life/facilities
1160,BRAC campus medical center-e prescription medicine complimentary provide kora hoy?,Basic emergency first-aid and common OTC medications are provided free of charge at the Medical Center.,https://www.bracu.ac.bd/student-life/medical-center
1161,BRAC e CPSO (Counseling Office) stress management workshop organize kore?,"Yes, CPSO regularly hosts interactive workshops on stress management, emotional well-being, and academic anxiety reduction.",https://www.bracu.ac.bd/student-life/counseling-and-psychosocial-support-office
1162,BRAC e OCSAR alumni career networking lounge access promote kore?,"Yes, OCSAR connects graduating seniors with alumni leaders through corporate networking events and career mentoring sessions.",https://www.bracu.ac.bd/ocsar
1163,BRAC e Ayesha Abed Library quiet study floor-e phone conversation completely prohibited?,"Yes, strict silence policies are enforced on silent study floors, and phone calls are strictly restricted to designated foyer areas.",https://library.bracu.ac.bd
1164,BRAC e library RFID self-checkout kiosk machine book issue process speed up kore?,"Yes, students can use self-service RFID kiosks inside the library to quickly check out and return books.",https://library.bracu.ac.bd
1165,BRAC e Department of Civil Engineering Geotechnical Testing Lab facility ache?,"Yes, the Civil Engineering Department features specialized soil mechanics and geotechnical testing laboratories.",https://www.bracu.ac.bd/academics/departments/civil-engineering
1166,BRAC e Mechanical Engineering Department Fluid Mechanics Lab hydraulic flume operate kore?,"Yes, the Mechanical and Civil Engineering laboratories utilize fluid dynamics test rigs and hydraulic flumes for practical experiments.",https://www.bracu.ac.bd/academics/departments/mechanical-engineering
1167,BRAC e School of Law Moot Court Society national internal rounds host kore?,"Yes, the School of Law organizes intra-university moot court competitions to select teams for national and international championships.",https://www.bracu.ac.bd/academics/institutes-schools/school-law
1168,BRAC e BRAC Institute of Governance and Development (BIGD) postgraduate diploma offer kore?,"Yes, BIGD offers postgraduate diplomas and master's degree programs in development studies and public policy.",https://bigd.bracu.ac.bd
1169,BRAC e James P Grant School of Public Health (JPGSPH) global research partnership run kore?,"Yes, JPGSPH collaborates with international universities and health organizations on global public health research projects.",https://jpgsph.bracu.ac.bd
1170,BRAC e Center for Peace and Justice (CPJ) human rights workshop conduct kore?,"Yes, CPJ organizes training workshops on human rights advocacy, peacebuilding, and legal empowerment for students and practitioners.",https://cpj.bracu.ac.bd
1171,BRAC e Student Advisory Center (SAC) er role ki?,"SAC assists students with personal development, conflict resolution, and academic adjustment guidance.",https://www.bracu.ac.bd/student-life/office-student-affairs
1172,BRAC e B.Sc in EEE students-der power systems laboratory equipment facility ache ki?,"Yes, the EEE department features high-voltage power system testing gear, electrical machine units, and power grid simulation equipment.",https://www.bracu.ac.bd/academics/departments/eee
1173,BRAC e Master of Public Health (MPH) program field practice module include kore?,"Yes, MPH students undergo field practice attachments in rural and urban healthcare settings as part of their experiential learning.",https://jpgsph.bracu.ac.bd
1174,BRAC e Office of Co-Curricular Activities (OCA) student clubs supervise kore?,"OCA, under the Office of Student Affairs, manages official club registration, event approvals, and leadership training programs.",https://www.bracu.ac.bd/student-life/office-student-affairs
1175,BRAC e B.Sc in CSE program-e Software Engineering track specialized courses offer kore?,"Yes, students can take elective courses focusing on software architecture, design patterns, testing, and agile methodologies.",https://www.bracu.ac.bd/academics/departments/cse
1176,BRAC e Savar Residential Campus (TARC)-e dining hall meal system fixed schedule follow kore?,"Yes, residential students follow fixed meal time windows for breakfast, lunch, afternoon snacks, and dinner provided at the central dining hall.",https://www.bracu.ac.bd/academics/residential-campus
1177,BRAC e grade change request application Form kothay submit korte hoy?,A formal grade review or re-scrutiny application must be submitted to the Controller of Examinations office.,https://www.bracu.ac.bd/academics/offices/office-controller-examinations
1178,BRAC e Bachelor of Pharmacy (B.Pharm) program duration koto bochor?,The B.Pharm program is a 4-year undergraduate professional degree divided into academic terms according to university structure.,https://www.bracu.ac.bd/academics/departments/pharmacy
1179,BRAC e Ayesha Abed Library electronic journal database Off-Campus access korar credentials system ki?,Off-campus access is enabled through individual OpenAthens account credentials issued to registered students and faculty.,https://library.bracu.ac.bd
1180,BRAC e Department of Law human rights clinical legal education clinic run kore?,"Yes, the School of Law operates legal aid clinics and human rights workshops for community outreach and student legal exposure.",https://www.bracu.ac.bd/academics/institutes-schools/school-law
1181,BRAC e international student visa extension guidance kothay pawa jay?,"The Office of International Affairs (OIA) provides visa processing assistance, endorsement letters, and immigration guidance.",https://www.bracu.ac.bd/international-office
1182,BRAC campus e central server outage hole assignment submission extension pawa jay?,"If an official LMS or server outage occurs near a deadline, instructors or department chairs may extend the submission deadline.",https://buconnect.bracu.ac.bd
